UKPRN,Provider,Subject Code,Subject,Level,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval-min,Agree,Confidence interval-max,Response,Sample Size
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0276,0.0552,0.1085,0.3984,0.4103,0,0.7350,0.8087,0.8656,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0784,0.1440,0.1755,0.4142,0.1879,1,0.5187,0.6021,0.6799,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0611,0.1479,0.2002,0.4093,0.1815,9,0.5073,0.5907,0.6693,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0986,0.1696,0.1519,0.4359,0.1440,0,0.4964,0.5799,0.6590,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0335,0.0434,0.0868,0.4418,0.3945,0,0.7656,0.8363,0.8888,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0888,0.0976,0.1331,0.3846,0.2959,1,0.5987,0.6805,0.7525,169,257
10006842,The University of Liverpool,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0671,0.0809,0.1065,0.4122,0.3333,0,0.6669,0.7456,0.8109,169,257
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0588,0.0772,0.1397,0.6250,0.0993,1,0.6620,0.7243,0.7789,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0296,0.0556,0.1519,0.5852,0.1778,3,0.7026,0.7630,0.8143,270,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0330,0.0330,0.0586,0.3407,0.5348,0,0.8256,0.8755,0.9126,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0735,0.1103,0.1140,0.3566,0.3456,1,0.6390,0.7022,0.7585,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0515,0.1176,0.1287,0.4118,0.2904,1,0.6390,0.7022,0.7585,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0440,0.0696,0.1722,0.4212,0.2930,0,0.6517,0.7143,0.7696,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0256,0.0220,0.0476,0.3516,0.5531,0,0.8591,0.9048,0.9367,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.1507,0.1250,0.1360,0.3529,0.2353,1,0.5225,0.5882,0.6510,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0989,0.1282,0.2015,0.4029,0.1685,0,0.5058,0.5714,0.6347,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0769,0.0696,0.1282,0.4945,0.2308,0,0.6632,0.7253,0.7797,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0769,0.1502,0.1758,0.4322,0.1648,0,0.5315,0.5971,0.6593,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0630,0.0815,0.1000,0.4370,0.3185,3,0.6947,0.7556,0.8076,270,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.1502,0.1392,0.1502,0.4029,0.1575,0,0.4948,0.5604,0.6241,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.1445,0.1289,0.1836,0.3750,0.1680,17,0.4752,0.5430,0.6091,256,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.1985,0.1838,0.1985,0.3309,0.0882,1,0.3561,0.4191,0.4849,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0590,0.0996,0.1919,0.5166,0.1328,2,0.5845,0.6494,0.7093,271,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.2051,0.1575,0.1538,0.3480,0.1355,0,0.4187,0.4835,0.5489,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0221,0.0551,0.1434,0.4449,0.3346,1,0.7204,0.7794,0.8290,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0149,0.0373,0.0933,0.4179,0.4366,5,0.8016,0.8545,0.8951,268,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0258,0.0517,0.0959,0.4686,0.3579,2,0.7712,0.8266,0.8708,271,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.1136,0.1465,0.1758,0.3150,0.2491,0,0.4984,0.5641,0.6276,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0221,0.0258,0.0812,0.4354,0.4354,2,0.8202,0.8708,0.9088,271,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0769,0.0696,0.1282,0.3553,0.3700,0,0.6632,0.7253,0.7797,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.1801,0.1324,0.1544,0.3419,0.1912,1,0.4674,0.5331,0.5976,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.1062,0.1612,0.1978,0.3223,0.2125,0,0.4693,0.5348,0.5992,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.1111,0.1070,0.4362,0.2428,0.1029,30,0.2830,0.3457,0.4143,243,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0699,0.1434,0.1360,0.4228,0.2279,1,0.5859,0.6507,0.7104,272,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0498,0.0690,0.1157,0.4765,0.2891,5,0.7057,0.7656,0.8164,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0403,0.0696,0.1166,0.3950,0.3785,1,0.7142,0.7735,0.8236,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.1007,0.1184,0.1603,0.4209,0.1996,1,0.5553,0.6206,0.6817,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.1190,0.1160,0.1471,0.4060,0.2118,20,0.5525,0.6178,0.6791,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.1538,0.1471,0.1813,0.3987,0.1190,3,0.4523,0.5177,0.5825,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0208,0.0482,0.1111,0.4463,0.3736,8,0.7641,0.8199,0.8648,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0696,0.0861,0.1300,0.3736,0.3407,2,0.6517,0.7143,0.7696,273,408
10007798,The University of Manchester,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.1209,0.1209,0.1612,0.3394,0.2576,1,0.5315,0.5971,0.6593,273,408
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0064,0.0385,0.0705,0.6090,0.2756,0,0.8175,0.8846,0.9292,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0064,0.0000,0.0769,0.5321,0.3846,0,0.8556,0.9167,0.9533,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0000,0.0064,0.0064,0.2436,0.7436,0,0.9489,0.9872,0.9969,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0000,0.0449,0.0641,0.3526,0.5385,0,0.8250,0.8910,0.9341,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0000,0.0256,0.0449,0.3269,0.6026,0,0.8713,0.9295,0.9625,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0000,0.0194,0.0710,0.3161,0.5935,1,0.8469,0.9097,0.9483,155,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0000,0.0064,0.0000,0.2115,0.7821,0,0.9592,0.9936,0.9990,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0256,0.0705,0.1346,0.3462,0.4231,0,0.6888,0.7692,0.8339,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0256,0.0385,0.1154,0.4167,0.4038,0,0.7448,0.8205,0.8775,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0449,0.1731,0.1218,0.4103,0.2500,0,0.5744,0.6603,0.7368,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0192,0.0641,0.1154,0.5128,0.2885,0,0.7236,0.8013,0.8613,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0128,0.0192,0.0641,0.4615,0.4423,0,0.8402,0.9038,0.9438,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0192,0.0577,0.0769,0.4359,0.4103,0,0.7734,0.8462,0.8986,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0261,0.0327,0.1307,0.3922,0.4183,3,0.7328,0.8105,0.8695,153,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0385,0.0962,0.1603,0.5385,0.1667,0,0.6208,0.7051,0.7774,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0192,0.0321,0.1090,0.5385,0.3013,0,0.7662,0.8397,0.8934,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0449,0.1282,0.1859,0.3782,0.2628,0,0.5547,0.6410,0.7191,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0000,0.0192,0.0449,0.4295,0.5064,0,0.8793,0.9359,0.9670,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0000,0.0065,0.0323,0.2258,0.7355,1,0.9119,0.9613,0.9835,155,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0065,0.0000,0.0194,0.3290,0.6452,1,0.9296,0.9742,0.9908,155,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0064,0.0449,0.1026,0.3333,0.5128,0,0.7734,0.8462,0.8986,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0000,0.0128,0.0385,0.2308,0.7179,0,0.8956,0.9487,0.9756,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0192,0.0192,0.0385,0.2500,0.6731,0,0.8634,0.9231,0.9579,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0577,0.1218,0.1538,0.3333,0.3333,0,0.5809,0.6667,0.7426,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0577,0.0897,0.1667,0.3846,0.3013,0,0.6008,0.6859,0.7601,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.0065,0.0196,0.1438,0.3072,0.5229,3,0.7546,0.8301,0.8859,153,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0192,0.0192,0.0385,0.3397,0.5833,0,0.8634,0.9231,0.9579,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0032,0.0224,0.0545,0.4343,0.4856,0,0.8595,0.9199,0.9556,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0000,0.0182,0.0385,0.2853,0.6581,1,0.8887,0.9434,0.9720,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0288,0.0865,0.1218,0.4215,0.3413,0,0.6819,0.7628,0.8283,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0192,0.0374,0.0897,0.4306,0.4231,3,0.7819,0.8536,0.9047,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0342,0.0855,0.1517,0.4850,0.2436,0,0.6455,0.7286,0.7983,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0021,0.0085,0.0321,0.3301,0.6271,2,0.9067,0.9573,0.9810,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0032,0.0288,0.0705,0.2821,0.6154,0,0.8326,0.8974,0.9390,156,200
10007157,The University of Sheffield,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0449,0.0769,0.1197,0.3226,0.4359,0,0.6773,0.7585,0.8246,156,200
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0310,0.0775,0.1318,0.6047,0.1550,0,0.6698,0.7597,0.8312,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0155,0.0853,0.1705,0.5194,0.2093,0,0.6368,0.7287,0.8045,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0233,0.0078,0.0155,0.3023,0.6512,0,0.8949,0.9535,0.9801,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0388,0.0698,0.1628,0.3178,0.4109,0,0.6368,0.7287,0.8045,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0859,0.1563,0.1797,0.3047,0.2734,1,0.4823,0.5781,0.6684,128,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0156,0.0391,0.1250,0.4063,0.4141,1,0.7357,0.8203,0.8822,128,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0000,0.0155,0.0698,0.2713,0.6434,0,0.8457,0.9147,0.9545,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.1628,0.1628,0.1628,0.3178,0.1938,0,0.4174,0.5116,0.6050,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0853,0.0853,0.2326,0.4574,0.1395,0,0.5014,0.5969,0.6856,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0709,0.1339,0.1890,0.4094,0.1969,2,0.5100,0.6063,0.6950,127,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0543,0.1628,0.1860,0.4031,0.1938,0,0.5014,0.5969,0.6856,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0078,0.0233,0.0853,0.4806,0.4031,0,0.8086,0.8837,0.9319,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0775,0.1783,0.2171,0.2713,0.2558,0,0.4325,0.5271,0.6199,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0545,0.1455,0.2091,0.3273,0.2636,19,0.4875,0.5909,0.6869,110,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.1085,0.2558,0.2093,0.3333,0.0930,0,0.3361,0.4264,0.5218,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0775,0.1473,0.1938,0.4341,0.1473,0,0.4859,0.5814,0.6712,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0698,0.1473,0.1628,0.4574,0.1628,0,0.5247,0.6202,0.7071,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0078,0.0547,0.1250,0.4531,0.3594,1,0.7271,0.8125,0.8758,128,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0476,0.0317,0.0794,0.3413,0.5000,3,0.7585,0.8413,0.8994,126,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0157,0.0315,0.1181,0.3386,0.4961,2,0.7514,0.8346,0.8939,127,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0853,0.1938,0.1783,0.3256,0.2171,0,0.4476,0.5426,0.6346,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0000,0.0078,0.0465,0.4109,0.5349,0,0.8847,0.9457,0.9754,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0233,0.0930,0.0775,0.3023,0.5039,0,0.7205,0.8062,0.8704,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.1240,0.1163,0.1705,0.3256,0.2636,0,0.4936,0.5891,0.6784,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0853,0.1550,0.1008,0.3566,0.3023,0,0.5642,0.6589,0.7425,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.1132,0.1321,0.4245,0.1981,0.1321,23,0.2402,0.3302,0.4347,106,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0465,0.1318,0.1550,0.4264,0.2403,0,0.5721,0.6667,0.7495,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0271,0.0601,0.1202,0.4360,0.3566,0,0.7056,0.7926,0.8591,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0336,0.0698,0.1253,0.3295,0.4419,2,0.6824,0.7713,0.8412,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0956,0.1363,0.1919,0.3960,0.1802,2,0.4808,0.5762,0.6663,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0452,0.1137,0.1731,0.3605,0.3075,19,0.5735,0.6680,0.7506,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0853,0.1835,0.1886,0.4083,0.1344,0,0.4476,0.5426,0.6346,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0233,0.0388,0.1085,0.3798,0.4496,6,0.7463,0.8295,0.8894,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0426,0.1008,0.1124,0.3682,0.3760,0,0.6533,0.7442,0.8179,129,149
10007163,The University of Warwick,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0775,0.1214,0.1163,0.3282,0.3566,0,0.5908,0.6848,0.7657,129,149
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0194,0.0194,0.1395,0.6434,0.1783,0,0.7644,0.8217,0.8675,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0116,0.0465,0.1047,0.6318,0.2054,0,0.7814,0.8372,0.8810,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0078,0.0194,0.0969,0.2481,0.6279,0,0.8246,0.8760,0.9139,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0116,0.0543,0.1589,0.3760,0.3992,0,0.7142,0.7752,0.8264,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0271,0.0775,0.1202,0.4109,0.3643,0,0.7142,0.7752,0.8264,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0078,0.0547,0.1172,0.4375,0.3828,2,0.7626,0.8203,0.8664,256,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0078,0.0388,0.0426,0.2403,0.6705,0,0.8646,0.9109,0.9423,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.1790,0.2607,0.1790,0.2685,0.1128,1,0.3183,0.3813,0.4486,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.1563,0.1563,0.2305,0.3672,0.0898,2,0.3909,0.4570,0.5248,256,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0824,0.1882,0.1765,0.4157,0.1373,3,0.4850,0.5529,0.6189,255,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0709,0.1850,0.2323,0.3937,0.1181,4,0.4442,0.5118,0.5790,254,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0237,0.0632,0.0988,0.5375,0.2767,5,0.7556,0.8142,0.8614,253,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0465,0.1822,0.1744,0.3915,0.2054,0,0.5295,0.5969,0.6609,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0372,0.1653,0.2231,0.3884,0.1860,16,0.5046,0.5744,0.6413,242,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0891,0.1163,0.1589,0.4651,0.1705,0,0.5688,0.6357,0.6977,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0388,0.1124,0.1473,0.5039,0.1977,0,0.6366,0.7016,0.7593,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0547,0.1680,0.1680,0.4336,0.1758,2,0.5418,0.6094,0.6730,256,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0196,0.0549,0.1373,0.4510,0.3373,3,0.7277,0.7882,0.8383,255,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0117,0.0817,0.0700,0.3774,0.4591,1,0.7806,0.8366,0.8805,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0039,0.0311,0.0778,0.4436,0.4436,1,0.8372,0.8872,0.9232,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0545,0.1167,0.2023,0.3502,0.2763,1,0.5593,0.6265,0.6891,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0078,0.0195,0.1089,0.4319,0.4319,1,0.8108,0.8638,0.9037,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0156,0.0195,0.0661,0.4319,0.4669,1,0.8506,0.8988,0.9327,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0465,0.1240,0.1550,0.4612,0.2132,0,0.6085,0.6744,0.7341,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0388,0.1434,0.2364,0.4031,0.1783,0,0.5139,0.5814,0.6460,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.0640,0.0840,0.3400,0.3120,0.2000,8,0.4438,0.5120,0.5797,250,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0194,0.0581,0.0930,0.4419,0.3876,0,0.7729,0.8295,0.8743,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0126,0.0349,0.1250,0.4748,0.3527,0,0.7707,0.8275,0.8726,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0149,0.0568,0.0937,0.3618,0.4729,2,0.7785,0.8346,0.8787,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.1245,0.1968,0.2049,0.3599,0.1138,10,0.4072,0.4737,0.5412,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0362,0.1382,0.1680,0.4380,0.2196,21,0.5912,0.6576,0.7184,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0607,0.1318,0.1576,0.4690,0.1809,2,0.5833,0.6499,0.7111,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0117,0.0564,0.0953,0.4235,0.4131,5,0.7806,0.8366,0.8805,257,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0310,0.0678,0.1570,0.3895,0.3547,2,0.6812,0.7442,0.7984,258,391
10007784,University College London,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0336,0.0956,0.1525,0.4328,0.2855,1,0.6541,0.7183,0.7748,258,391
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0000,0.0202,0.0101,0.5253,0.4444,0,0.9061,0.9697,0.9907,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0000,0.0000,0.0909,0.5152,0.3939,0,0.8265,0.9091,0.9545,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0000,0.0202,0.0202,0.1818,0.7778,0,0.8919,0.9596,0.9856,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0000,0.0303,0.0505,0.3636,0.5556,0,0.8390,0.9192,0.9613,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0000,0.0505,0.0707,0.3838,0.4949,0,0.7899,0.8788,0.9332,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0000,0.0404,0.0707,0.3535,0.5354,0,0.8020,0.8889,0.9405,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0101,0.0000,0.0101,0.1616,0.8182,0,0.9210,0.9798,0.9951,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0722,0.0722,0.1959,0.3711,0.2887,2,0.5502,0.6598,0.7546,97,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0303,0.0404,0.1010,0.5354,0.2929,0,0.7316,0.8283,0.8951,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0510,0.1224,0.1633,0.3673,0.2959,1,0.5543,0.6633,0.7572,98,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0404,0.1717,0.1616,0.3939,0.2323,0,0.5173,0.6263,0.7238,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0000,0.0000,0.0606,0.3636,0.5758,0,0.8648,0.9394,0.9741,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0000,0.0606,0.0303,0.4747,0.4343,0,0.8265,0.9091,0.9545,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0115,0.0345,0.1609,0.4368,0.3563,12,0.6850,0.7931,0.8711,87,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0101,0.0505,0.1010,0.4242,0.4141,0,0.7431,0.8384,0.9029,99,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0102,0.0306,0.0510,0.4286,0.4796,1,0.8248,0.9082,0.9541,98,173
10007783,University of Aberdeen,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0202,0.0505,0.0808,0.3737,0.4747,0,0.7546,0.8485,0.9107,99,173
